Country Name,Country Code,Group,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Slovak Republic,SVK,"Population ages 0-14, female",500093,483788,468668,454468,441059,430816,421518,413661,407618,403117,401873,401032,400739,401675,403844,404526,407236,410724,413515,414663,414666
Slovak Republic,SVK,"Population ages 15-64, female",1886598,1899887,1911701,1923369,1934207,1940323,1945372,1949619,1952511,1952174,1948502,1944728,1937932,1928218,1915563,1902458,1886716,1869171,1852351,1836609,1816552
Slovak Republic,SVK,"Population ages 15-64, male",1855112,1869386,1882472,1896002,1909490,1917111,1924420,1931562,1937777,1941116,1939357,1937887,1933888,1927530,1918798,1909476,1897989,1885013,1872836,1861599,1843346
Slovak Republic,SVK,"Population ages 65 and above, female",381402,384401,386778,389454,392744,397181,402162,407851,414230,421044,428816,437334,446486,456925,468920,483682,499723,516386,533163,549473,563296
Slovak Republic,SVK,"Population ages 65 and above, male",232017,232702,232598,232442,232529,235481,238623,242113,246035,250313,257667,265476,273694,282793,292968,306385,320548,334878,348885,362105,374907
Slovenia,SVN,"Population ages 0-14, male",157364,153175,148939,145545,143610,142243,142746,143815,146257,147768,150360,152120,153295,154493,155946,157122,158491,160326,162333,163729,163707
Slovenia,SVN,"Population ages 0-14, female",148868,144960,141131,137949,135829,134582,134851,135487,137485,138839,140931,142541,143823,145202,146770,148066,149446,151208,153129,154503,154564
Slovenia,SVN,"Population ages 15-64, female",687661,690123,692336,693658,694111,693763,693308,688972,689757,687941,684839,682823,680597,677396,672871,667773,661685,657136,655073,653524,649976
Slovenia,SVN,"Population ages 15-64, male",710756,712634,714012,715180,716797,719718,723796,724391,730079,732147,729816,727834,725154,721333,716231,710442,703667,698596,696284,694672,690648
Slovenia,SVN,"Population ages 65 and above, female",181181,184291,187111,189732,192353,195288,198413,200522,204052,206722,208420,210227,212268,214951,218449,222638,227592,233689,240654,247466,252889
Slovenia,SVN,"Population ages 65 and above, male",106230,109347,112204,114949,117774,121274,125008,128129,132037,135165,138478,141614,144816,148605,153265,159001,165506,172939,180911,188525,195224
Solomon Islands,SLB,"Population ages 0-14, male",91788,94057,96341,98533,100568,102577,104506,106485,108708,111287,113772,116582,119627,122754,125854,129213,132411,135518,138632,141773,144759
Solomon Islands,SLB,"Population ages 0-14, female",85343,87416,89554,91634,93578,95560,97426,99317,101420,103825,106272,109024,111994,115014,117988,121206,124253,127204,130175,133188,136062
Solomon Islands,SLB,"Population ages 15-64, female",114822,118404,122041,125720,129430,132946,136502,140078,143683,147345,151257,155200,159230,163420,167817,172154,176806,181660,186541,191386,196381
Solomon Islands,SLB,"Population ages 15-64, male",119699,122812,125904,129005,132157,135174,138175,141239,144416,147774,151860,156175,160677,165371,170223,174891,179845,184980,190152,195318,200592
Solomon Islands,SLB,"Population ages 65 and above, female",6042,6228,6404,6610,6847,7148,7486,7832,8176,8505,8945,9393,9840,10290,10751,11166,11595,12045,12523,13042,13580
Solomon Islands,SLB,"Population ages 65 and above, male",6255,6517,6772,7047,7338,7681,8038,8415,8779,9125,9416,9692,9961,10230,10500,10808,11120,11449,11798,12171,12621
Somalia,SOM,"Population ages 0-14, male",2192918,2278088,2357915,2435424,2512110,2598193,2683707,2766828,2844853,2916897,2995593,3066952,3134221,3202515,3274842,3351300,3432972,3518489,3605223,3692028,3786757
Somalia,SOM,"Population ages 0-14, female",2176514,2260054,2338582,2414959,2490670,2574095,2657179,2738169,2814470,2885186,2961449,3030831,3096327,3162785,3233142,3307908,3387895,3471825,3557117,3642679,3736053
Somalia,SOM,"Population ages 15-64, female",2281189,2350927,2425304,2502540,2581903,2653308,2725395,2800427,2881832,2971341,3057725,3154137,3258690,3367871,3479812,3593318,3708995,3828344,3953990,4087052,4219959
Somalia,SOM,"Population ages 15-64, male",2294735,2362188,2434542,2509471,2585952,2651882,2718051,2786979,2862458,2946410,3025690,3115449,3213734,3316992,3423387,3531810,3642977,3758335,3880398,4010216,4139406
Somalia,SOM,"Population ages 65 and above, female",129465,134078,138856,143485,147812,152904,157509,161894,166421,171316,176926,182795,188891,195103,201394,208916,216417,223957,231603,239401,247555
Somalia,SOM,"Population ages 65 and above, male",111898,116000,120213,124372,128409,133522,138281,142891,147657,152736,158922,165323,171848,178305,184627,192383,199909,207275,214575,221843,229770
South Africa,ZAF,"Population ages 0-14, male",7649057,7599723,7542941,7493498,7462418,7465476,7490496,7536705,7598185,7671234,7777281,7880141,7983419,8090040,8197753,8299326,8401104,8496727,8576913,8636966,8681088
South Africa,ZAF,"Population ages 0-14, female",7510838,7460461,7403429,7354328,7323712,7326123,7350421,7395563,7455279,7525708,7624154,7720063,7817432,7919851,8025539,8120885,8217473,8309103,8386465,8444602,8486388
South Africa,ZAF,"Population ages 15-64, female",14414281,14730253,15047745,15359541,15660987,15929411,16187504,16440495,16699054,16969299,17226593,17506132,17795102,18077718,18346666,18617928,18878427,19134002,19394843,19666314,19940673
South Africa,ZAF,"Population ages 15-64, male",13921665,14245922,14575937,14904122,15225304,15507520,15781204,16051264,16328099,16617373,16879738,17166750,17464301,17755115,18030792,18290527,18537425,18779366,19029008,19293233,19551935
South Africa,ZAF,"Population ages 65 and above, female",1178133,1207248,1235260,1262261,1288437,1323806,1357951,1390792,1422221,1452459,1490980,1531069,1574274,1622565,1677160,1733123,1792414,1854322,1917657,1981762,2050283
South Africa,ZAF,"Population ages 65 and above, male",897298,907306,913891,917860,919737,937128,952190,964653,974175,980894,1005013,1028504,1052597,1078895,1108459,1145860,1182908,1219000,1253381,1285813,1331629
South Sudan,SSD,"Population ages 0-14, male",1459282,1511656,1562075,1618032,1684822,1764660,1852243,1941831,2024191,2091952,2158102,2212475,2254465,2284668,2303545,2317335,2322312,2323267,2327597,2341823,2366348
South Sudan,SSD,"Population ages 0-14, female",1434568,1484982,1533358,1587104,1651475,1728608,1813351,1900186,1980118,2045929,2109575,2161881,2202231,2231159,2249047,2262043,2266409,2266876,2270706,2284290,2308001
South Sudan,SSD,"Population ages 15-64, female",1692412,1756803,1826349,1904843,1994123,2094395,2204324,2318692,2431681,2539440,2628843,2710817,2784994,2851038,2909757,2951639,2984420,3015354,3053288,3103491,3168785
South Sudan,SSD,"Population ages 15-64, male",1661578,1725890,1795556,1874400,1964249,2064951,2175589,2290956,2405207,2514453,2603966,2686172,2760828,2827718,2887690,2930775,2964941,2997412,3036979,3088823,3155434
South Sudan,SSD,"Population ages 65 and above, female",108270,113077,118137,123861,130476,137631,145507,153823,162232,170504,177553,183819,189155,193337,196367,199185,200452,200936,201590,202934,207081
South Sudan,SSD,"Population ages 65 and above, male",91681,95817,100190,105114,110786,117162,124130,131444,138829,146094,152656,158484,163357,166962,169251,171543,172240,172079,171954,172368,175728
Spain,ESP,"Population ages 0-14, male",3050692,3063075,3102253,3148017,3197504,3287659,3385827,3473006,3525258,3546437,3597826,3608176,3587523,3569755,3569787,3536639,3530091,3538356,3543541,3518226,3471028
Spain,ESP,"Population ages 0-14, female",2877552,2890810,2929410,2974003,3021600,3102120,3190328,3269854,3319701,3343883,3387912,3396171,3376602,3358376,3353429,3326716,3320413,3325273,3327147,3301855,3257218
Spain,ESP,"Population ages 15-64, female",13942892,14151366,14412067,14655852,14888683,15096896,15328851,15523355,15615003,15652581,15635463,15597236,15509208,15420998,15354018,15344498,15339378,15354398,15412745,15439457,15384515
Spain,ESP,"Population ages 15-64, male",14147678,14397967,14702172,14989409,15264886,15496625,15751474,15963651,16061095,16090685,16021636,15919405,15763701,15616383,15507108,15485184,15481869,15510380,15590122,15641799,15597660
Spain,ESP,"Population ages 65 and above, female",3957355,4010414,4073617,4136727,4207570,4277392,4360201,4442029,4504317,4559324,4638330,4717173,4785656,4855681,4932645,4998675,5064028,5138814,5238742,5344646,5420011
Spain,ESP,"Population ages 65 and above, male",2874243,2917926,2968126,3017887,3072912,3136627,3210122,3282210,3337572,3383986,3461530,3534894,3597354,3659689,3727845,3792350,3857456,3930533,4022539,4117435,4196256
Sri Lanka,LKA,"Population ages 0-14, male",2539988,2531897,2532943,2537210,2540810,2556384,2568569,2577696,2586353,2596007,2599274,2590216,2598346,2608964,2617049,2627863,2639050,2646237,2638732,2625529,2627390
Sri Lanka,LKA,"Population ages 0-14, female",2445586,2440321,2444781,2452517,2459716,2482054,2499834,2514699,2529805,2546075,2552125,2546992,2558454,2570614,2577781,2586880,2594699,2597170,2584450,2565953,2564369
Sri Lanka,LKA,"Population ages 15-64, female",6420882,6500185,6576111,6649558,6720004,6778117,6838147,6897061,6950560,6996547,7035628,7028262,7062197,7107987,7156596,7222430,7292381,7358641,7393570,7421911,7488840
Sri Lanka,LKA,"Population ages 15-64, male",6304769,6356978,6404161,6447686,6487985,6513823,6541262,6569522,6595568,6617335,6624157,6590652,6599128,6621491,6649093,6694531,6746856,6798314,6823018,6843475,6897889
Sri Lanka,LKA,"Population ages 65 and above, female",630961,653149,676207,700591,726791,747507,769008,792706,820182,852803,901160,949523,1007403,1067987,1128089,1187877,1246788,1305398,1361562,1421285,1488813
Sri Lanka,LKA,"Population ages 65 and above, male",569541,579946,589833,599591,609682,618092,625224,632300,641040,652971,686152,719355,759472,800957,841392,883419,924226,964240,1001668,1040847,1088699
St. Lucia,LCA,"Population ages 0-14, male",24939,24463,23905,23332,22787,22226,21752,21299,20827,20325,19804,19290,18787,18313,17881,17585,17303,17057,16853,16694,16556
St. Lucia,LCA,"Population ages 0-14, female",24915,24384,23766,23144,22580,21986,21502,21059,20596,20089,19547,19007,18477,17975,17524,17209,16911,16649,16434,16270,16123
St. Lucia,LCA,"Population ages 15-64, female",49454,50614,51828,53098,54441,55738,57024,58280,59436,60436,61527,62457,63258,64009,64727,65318,65908,66451,66905,67234,67466
St. Lucia,LCA,"Population ages 15-64, male",47150,48202,49304,50522,51875,53231,54630,56028,57329,58424,59503,60397,61143,61821,62458,62962,63454,63893,64258,64521,64740
St. Lucia,LCA,"Population ages 65 and above, female",6237,6237,6236,6239,6250,6505,6796,7123,7482,7889,8045,8205,8360,8517,8669,8846,9019,9210,9435,9703,10017
St. Lucia,LCA,"Population ages 65 and above, male",5489,5492,5491,5486,5475,5692,5940,6222,6553,6929,7112,7298,7480,7672,7872,8108,8360,8630,8910,9207,9499
St. Vincent and the Grenadines,VCT,"Population ages 0-14, male",16785,16481,16196,15930,15664,15378,15132,14871,14559,14191,14032,13813,13567,13335,13137,12962,12751,12552,12380,12240,12091
St. Vincent and the Grenadines,VCT,"Population ages 0-14, female",16488,16186,15899,15627,15351,15015,14722,14431,14115,13775,13611,13407,13173,12947,12749,12608,12443,12290,12163,12062,11915
St. Vincent and the Grenadines,VCT,"Population ages 15-64, female",32867,33200,33527,33840,34121,34300,34413,34507,34616,34775,34877,35044,35259,35488,35693,35967,36276,36576,36849,37069,37285
St. Vincent and the Grenadines,VCT,"Population ages 15-64, male",34332,34716,35090,35449,35804,35988,36117,36247,36412,36613,36755,36937,37145,37334,37474,37712,37974,38224,38427,38580,38676
St. Vincent and the Grenadines,VCT,"Population ages 65 and above, female",4151,4203,4253,4280,4273,4349,4401,4449,4509,4608,4650,4725,4833,4964,5112,5183,5266,5367,5484,5598,5749
St. Vincent and the Grenadines,VCT,"Population ages 65 and above, male",3270,3309,3357,3394,3404,3572,3731,3896,4082,4298,4390,4509,4647,4800,4970,5035,5116,5201,5290,5398,5553
Sudan,SDN,"Population ages 0-14, male",6200466,6359698,6522314,6676990,6816603,6972542,7115221,7249761,7384753,7525865,7655957,7788654,7922458,8054837,8184552,8320516,8453606,8584824,8715511,8846639,8983535
Sudan,SDN,"Population ages 0-14, female",6037462,6188643,6344273,6495682,6637329,6785277,6925122,7059393,7192408,7326569,7458379,7587432,7714024,7838481,7961692,8091902,8220569,8348475,8476450,8605091,8738643
Sudan,SDN,"Population ages 15-64, female",7444044,7642156,7847706,8060041,8278222,8482659,8693688,8912647,9140966,9380466,9635153,9905656,10191011,10489508,10799264,11111207,11435443,11771161,12117629,12474073,12837201
Sudan,SDN,"Population ages 15-64, male",7428040,7626734,7832189,8041273,8251409,8423496,8597397,8778244,8972052,9183701,9432985,9704499,9995394,10301129,10617697,10933329,11260949,11600094,11950681,12312389,12678902
Sudan,SDN,"Population ages 65 and above, female",461756,475821,490037,504345,518758,535523,552267,569326,587031,605697,626186,647373,669505,692782,717365,744094,771920,800950,831202,862810,894745
Sudan,SDN,"Population ages 65 and above, male",399309,411734,423998,435858,447193,462327,476924,491473,506569,522716,541016,560167,580163,600920,622378,646385,670911,696028,721764,748267,776325
Suriname,SUR,"Population ages 0-14, male",79628,79896,80130,80370,80603,80665,80670,80638,80598,80576,80576,80640,80741,80821,80851,81027,81102,81105,81079,81043,80954
Suriname,SUR,"Population ages 0-14, female",74948,75184,75456,75682,75819,75816,75656,75401,75161,75003,74923,74953,75055,75148,75178,75340,75402,75392,75377,75382,75333
Suriname,SUR,"Population ages 15-64, female",146913,149052,151141,153277,155557,158037,160717,163534,166343,169052,171677,174193,176609,178990,181361,183546,185752,187942,190082,192135,194165
Suriname,SUR,"Population ages 15-64, male",148455,150686,153037,155465,157956,160581,163337,166171,169018,171831,174513,177116,179663,182218,184791,187081,189421,191769,194045,196213,198192
Suriname,SUR,"Population ages 65 and above, female",14126,14636,15154,15664,16164,16641,17106,17570,18049,18549,19077,19609,20159,20715,21282,21847,22429,23030,23649,24295,24976
Suriname,SUR,"Population ages 65 and above, male",12504,12774,13020,13222,13362,13552,13695,13808,13944,14115,14411,14736,15068,15386,15673,16042,16395,16749,17131,17566,18178
Sweden,SWE,"Population ages 0-14, male",825363,819828,817920,814001,806121,807906,803593,796114,792334,795074,801884,813696,830902,850814,870419,885752,903277,918637,930600,937431,944886
Sweden,SWE,"Population ages 0-14, female",783611,778649,777079,773337,765437,767001,762373,754661,750655,753059,758511,769363,785941,805322,824280,839711,856332,870344,881101,887215,894043
Sweden,SWE,"Population ages 15-64, female",2827720,2846961,2864429,2882252,2900607,2916152,2941280,2968469,2993281,3010654,3020274,3022519,3022864,3027566,3038196,3059859,3088339,3114946,3139219,3155012,3165081
Sweden,SWE,"Population ages 15-64, male",2919868,2938782,2956247,2974794,2994697,3009768,3035421,3063981,3090874,3110777,3120309,3123216,3125074,3131881,3144813,3169006,3199066,3226517,3251771,3269053,3279689
Sweden,SWE,"Population ages 65 and above, female",883639,882013,880529,881451,885928,890789,900258,912510,927097,943236,960014,978512,998848,1019607,1038741,1061003,1080843,1096801,1111543,1124948,1137332
Sweden,SWE,"Population ages 65 and above, male",655759,658724,662024,667695,676782,688889,705168,723902,744274,765326,788222,812067,836751,860921,882737,907754,929841,947970,964653,979782,994780
Switzerland,CHE,"Population ages 0-14, male",640122,636819,632977,628057,622393,616011,611380,609446,608143,606705,608992,611527,615810,622033,628988,637409,644879,651077,656882,662328,669375
Switzerland,CHE,"Population ages 0-14, female",606659,603898,600081,595021,589065,582684,577713,575279,573491,571595,574526,577479,582097,588734,596254,604573,612125,618492,624324,629585,636840
Switzerland,CHE,"Population ages 15-64, female",2431402,2455214,2479256,2501576,2521530,2539687,2563218,2594730,2623865,2645471,2669147,2690449,2712641,2735864,2757020,2775453,2790916,2801611,2811358,2819864,2825352
Switzerland,CHE,"Population ages 15-64, male",2440553,2462869,2485897,2508493,2530289,2551516,2579304,2616233,2651458,2679402,2706728,2731534,2757336,2784408,2809523,2829540,2846187,2857509,2867308,2875412,2880012
Switzerland,CHE,"Population ages 65 and above, female",658818,665071,671429,678249,685899,694553,706056,721445,738141,754853,768036,782153,798020,814636,830049,846466,860828,873428,886912,902422,918905
Switzerland,CHE,"Population ages 65 and above, male",452299,460883,469361,478230,487939,499483,513446,530542,548733,566883,584969,603720,623442,642974,660562,679897,696905,712212,728496,746949,767239
Syrian Arab Republic,SYR,"Population ages 0-14, male",3497190,3536068,3571989,3627444,3714617,3802455,3928803,4056091,4123581,4087016,3967702,3762019,3502446,3246187,3037871,2886167,2777281,2716109,2703534,2746568,2860094
Syrian Arab Republic,SYR,"Population ages 0-14, female",3333467,3355638,3375433,3420467,3506715,3590417,3719075,3853258,3929256,3900507,3794803,3601660,3353694,3108609,2911274,2766444,2664199,2608287,2598099,2639198,2748159
Syrian Arab Republic,SYR,"Population ages 15-64, female",4641164,4753037,4872517,5012039,5178649,5433425,5712001,5975197,6178520,6295318,6266301,6146043,5972717,5791923,5638372,5523363,5443342,5421036,5482420,5634956,5898633
Syrian Arab Republic,SYR,"Population ages 15-64, male",4734921,4869460,5013427,5171445,5345331,5591485,5847909,6081359,6255788,6350499,6313631,6192384,6022283,5844758,5691475,5565526,5472603,5436566,5485167,5626875,5874402
Syrian Arab Republic,SYR,"Population ages 65 and above, female",294731,296315,298005,301389,307531,323201,341376,359286,373383,381666,387983,387277,383028,380041,381787,386157,395795,411726,435063,466438,488500
Syrian Arab Republic,SYR,"Population ages 65 and above, male",265082,274110,283843,295043,308335,318274,329093,338846,345345,347535,351394,349478,344298,339193,336632,337910,342449,351338,365849,386622,405916
Tajikistan,TJK,"Population ages 0-14, male",1343101,1338306,1330600,1323337,1318844,1322449,1331016,1343995,1359946,1378395,1407955,1438148,1471579,1510871,1556529,1608012,1663128,1720148,1775585,1826519,1871288
Tajikistan,TJK,"Population ages 0-14, female",1297543,1290139,1279736,1269836,1262823,1262932,1268011,1277791,1290979,1307175,1333256,1360882,1392293,1429691,1473349,1522087,1573958,1627537,1679822,1728169,1770395
Tajikistan,TJK,"Population ages 15-64, female",1732534,1787628,1848488,1912751,1978742,2042022,2105286,2168400,2232063,2296298,2354156,2413833,2473269,2530460,2584987,2636480,2687838,2738586,2789182,2840422,2893036
Tajikistan,TJK,"Population ages 15-64, male",1714688,1771728,1835020,1902077,1970973,2035707,2100369,2165166,2230825,2297112,2355734,2416396,2476840,2534918,2590196,2640637,2690478,2739560,2788788,2839259,2890583
Tajikistan,TJK,"Population ages 65 and above, female",121286,125392,129781,133128,134667,134672,132903,130197,127677,126086,125399,125579,126531,128113,130347,134875,140156,146426,154066,163313,175054
Tajikistan,TJK,"Population ages 65 and above, male",109358,113668,117925,121262,123269,124808,125082,124375,123262,122331,121007,120000,119270,118775,118611,121484,124712,128590,133580,139960,149269
Tanzania,TZA,"Population ages 0-14, male",7754354,7968474,8200159,8439127,8679798,8946411,9209858,9476175,9753939,10046806,10353505,10667002,10986100,11307192,11627467,11935298,12246289,12555907,12859464,13155471,13461842
Tanzania,TZA,"Population ages 0-14, female",7623914,7835180,8062319,8295422,8528877,8788225,9043131,9300325,9569181,9853975,10147375,10449240,10757585,11067699,11376089,11675611,11977215,12277316,12572337,12861425,13161473
Tanzania,TZA,"Population ages 15-64, female",9143258,9392915,9653218,9925886,10210953,10480208,10769688,11076093,11394904,11725293,12069477,12432158,12814022,13217719,13644847,14096040,14566943,15059339,15574740,16112676,16656305
Tanzania,TZA,"Population ages 15-64, male",8972174,9223040,9485561,9762892,10055622,10332404,10632177,10950344,11280396,11620159,11962270,12321740,12700091,13101202,13527667,13982243,14457646,14955991,15478861,16025514,16576050
Tanzania,TZA,"Population ages 65 and above, female",515991,530736,544955,558800,572356,587576,602374,617078,632115,647800,670469,694284,718631,742535,765564,793874,821267,848793,877763,909004,941970
Tanzania,TZA,"Population ages 65 and above, male",376158,384445,391566,397639,402717,413842,424188,433929,443295,452499,470424,488609,506703,524216,541004,566165,590985,616098,642296,670123,700798
Thailand,THA,"Population ages 0-14, male",7592349,7472894,7357379,7242363,7126426,7016244,6912232,6811423,6712984,6617861,6585782,6537006,6476572,6413049,6350904,6258225,6176721,6102067,6025981,5944323,5866729
Thailand,THA,"Population ages 0-14, female",7263253,7148111,7033296,6916723,6797963,6687803,6579797,6473195,6370002,6272675,6233932,6183458,6124434,6062274,5999993,5912230,5833823,5761135,5687471,5609314,5536248
Thailand,THA,"Population ages 15-64, female",22562785,22863463,23135159,23391879,23641705,23877570,24098972,24305922,24495794,24666174,24760909,24854973,24942268,25013631,25063121,25131682,25171127,25181522,25165005,25122259,25057762
Thailand,THA,"Population ages 15-64, male",21817285,22084667,22327245,22556159,22777633,22982051,23170823,23346388,23509539,23660050,23732867,23814162,23895898,23965374,24015363,24078160,24112638,24121085,24109158,24079586,24021659
Thailand,THA,"Population ages 65 and above, female",2361681,2473276,2585747,2695899,2802829,2902718,3000705,3100904,3208008,3324904,3456486,3597674,3749855,3914308,4091937,4267000,4453041,4652412,4868259,5102345,5340032
Thailand,THA,"Population ages 65 and above, male",1941837,2026682,2111041,2192280,2269633,2346154,2419535,2493148,2570507,2653368,2748403,2848696,2955492,3070112,3193201,3324016,3462467,3610233,3769707,3942151,4128414
Timor-Leste,TLS,"Population ages 0-14, male",204951,210173,216107,221473,225500,229527,231993,233413,234632,236084,236426,237178,238169,239131,240009,240869,242111,243639,245325,247103,250493
Timor-Leste,TLS,"Population ages 0-14, female",199112,204155,209903,215088,218945,222877,225224,226527,227651,229037,229211,229840,230736,231597,232356,233034,234085,235410,236904,238505,241714
Timor-Leste,TLS,"Population ages 15-64, female",229701,234594,240200,246513,253375,259197,265908,273187,280533,287783,296364,304586,312812,321570,331064,341255,351758,362419,373049,383479,392278
Timor-Leste,TLS,"Population ages 15-64, male",236147,241140,246837,253293,260372,266465,273489,281110,288806,296399,305119,313492,321869,330767,340379,350602,361107,371771,382415,392887,401645
Timor-Leste,TLS,"Population ages 65 and above, female",17099,17828,18616,19419,20201,20944,21669,22399,23159,23955,24870,25806,26711,27508,28135,28662,29008,29292,29660,30216,30851
Timor-Leste,TLS,"Population ages 65 and above, male",14204,14809,15447,16103,16737,17427,18105,18792,19505,20259,21164,22100,22991,23760,24351,24867,25191,25444,25767,26252,26894
Togo,TGO,"Population ages 0-14, male",1092235,1118612,1144455,1171457,1200700,1234290,1269076,1304816,1340778,1376327,1412783,1448302,1482658,1515632,1547051,1577989,1607436,1635333,1661817,1687160,1713762
Togo,TGO,"Population ages 0-14, female",1092723,1118647,1144242,1170974,1199790,1232568,1266482,1301319,1336444,1371320,1406876,1441632,1475337,1507737,1538643,1569017,1598021,1625586,1651822,1677012,1703277
Togo,TGO,"Population ages 15-64, female",1389299,1428803,1468477,1508791,1550195,1590277,1632244,1676041,1721799,1769626,1817408,1867915,1921057,1976664,2034603,2093206,2154063,2217381,2283313,2351771,2420184
Togo,TGO,"Population ages 15-64, male",1343913,1383495,1423194,1463669,1505480,1546054,1588786,1633508,1680242,1729069,1777457,1828541,1882294,1938667,1997628,2057319,2119529,2184417,2252044,2322295,2392047
Togo,TGO,"Population ages 65 and above, female",79182,80785,82240,83606,84959,87096,89151,91149,93119,95095,98310,101524,104749,107986,111258,115131,118931,122727,126578,130550,135115
Togo,TGO,"Population ages 65 and above, male",65219,66698,68021,69273,70519,72596,74621,76584,78458,80237,83105,85893,88626,91311,93979,97290,100496,103651,106785,109949,113857
Tonga,TON,"Population ages 0-14, male",19493,19512,19646,19816,19982,20101,20210,20282,20300,20237,20030,19765,19478,19227,19087,18982,18959,18994,19043,19067,19021
Tonga,TON,"Population ages 0-14, female",17967,18062,18265,18454,18573,18723,18809,18825,18776,18661,18489,18275,18025,17782,17603,17560,17538,17554,17607,17675,17662
Tonga,TON,"Population ages 15-64, female",27330,27586,27787,28022,28333,28621,28969,29343,29653,29844,29843,29702,29534,29455,29525,29757,30178,30712,31248,31734,32196
Tonga,TON,"Population ages 15-64, male",28060,28120,28065,28025,28067,28267,28559,28894,29158,29293,29239,29036,28780,28589,28523,28800,29242,29791,30389,30962,31509
Tonga,TON,"Population ages 65 and above, female",3150,3223,3275,3315,3350,3378,3392,3393,3378,3346,3327,3310,3284,3268,3279,3272,3289,3320,3356,3384,3455
Tonga,TON,"Population ages 65 and above, male",2482,2520,2553,2582,2603,2624,2638,2647,2632,2600,2630,2648,2667,2702,2763,2772,2796,2828,2854,2875,2916
Trinidad and Tobago,TTO,"Population ages 0-14, male",158776,153950,149880,146440,143565,141694,140292,139445,139197,139503,140086,140969,142023,143009,143747,144138,144257,144040,143466,142534,141229
Trinidad and Tobago,TTO,"Population ages 0-14, female",154427,149737,145836,142533,139732,137965,136602,135741,135457,135717,136233,137044,138021,138939,139618,139941,140008,139762,139170,138237,136943
Trinidad and Tobago,TTO,"Population ages 15-64, female",436422,443168,449444,455076,459941,463503,466406,468709,470562,472145,473826,475424,476873,478115,479118,479925,480507,480936,481285,481575,481947
Trinidad and Tobago,TTO,"Population ages 15-64, male",437992,444242,450028,455248,459804,462926,465502,467555,469211,470600,471787,472899,473890,474712,475372,475680,475838,475909,475953,475999,475990
Trinidad and Tobago,TTO,"Population ages 65 and above, female",48158,49337,50625,52041,53580,55159,56851,58649,60536,62524,64570,66700,68941,71326,73879,76610,79464,82441,85532,88732,91914
Trinidad and Tobago,TTO,"Population ages 65 and above, male",35852,36776,37751,38777,39875,41305,42797,44350,45958,47655,49678,51778,53960,56236,58598,61269,63986,66753,69563,72414,75351
Tunisia,TUN,"Population ages 0-14, male",1454822,1423778,1391589,1361802,1336806,1317457,1302914,1293008,1287775,1287511,1296573,1311990,1331950,1353724,1375785,1401146,1422630,1441773,1460595,1479076,1488398
Tunisia,TUN,"Population ages 0-14, female",1357839,1325952,1293619,1264145,1239596,1220370,1205959,1196668,1192630,1194028,1203327,1219126,1239755,1262077,1283926,1311563,1334094,1353503,1372560,1391749,1402527
Tunisia,TUN,"Population ages 15-64, female",3170618,3234549,3298051,3360382,3421277,3483909,3545732,3605411,3661222,3711750,3755446,3793209,3825838,3855280,3882917,3903787,3926813,3950004,3970849,3988719,4010857
Tunisia,TUN,"Population ages 15-64, male",3135157,3191326,3247942,3304881,3362137,3421337,3481578,3540982,3596549,3645779,3681473,3710065,3733916,3756613,3780379,3802365,3829195,3858158,3885718,3910412,3937220
Tunisia,TUN,"Population ages 65 and above, female",338851,351731,364207,376163,387602,395805,403552,411080,418631,426434,433265,439935,447566,457754,471482,487471,507179,529652,553332,577398,602763
Tunisia,TUN,"Population ages 65 and above, male",336628,343925,349874,354905,359360,362333,364994,367276,368884,369743,371788,372668,373924,377747,385462,397610,413527,432113,451667,471264,493999
Turkiye,TUR,"Population ages 0-14, male",9853806,9867865,9872779,9877234,9883999,9876584,9876281,9882539,9895667,9921115,9976142,10043893,10120632,10198390,10267410,10329858,10367620,10377741,10361944,10321572,10247480
Turkiye,TUR,"Population ages 0-14, female",9548726,9551125,9544651,9538686,9536396,9521372,9514521,9514521,9520309,9536218,9586325,9646458,9713214,9779380,9835953,9885873,9913718,9918724,9903948,9870936,9796820
Turkiye,TUR,"Population ages 15-64, female",20807566,21222258,21641665,22048410,22434797,22814382,23169941,23519897,23889065,24288938,24709856,25157238,25618093,26075791,26519925,26955043,27386241,27795257,28157379,28457112,28697328
Turkiye,TUR,"Population ages 15-64, male",19984607,20367310,20758672,21143037,21513876,21878895,22227407,22577413,22952772,23364737,23793642,24253349,24735139,25228573,25726751,26230837,26752114,27263429,27726247,28114895,28404525
Turkiye,TUR,"Population ages 65 and above, female",2227496,2297661,2367184,2438235,2512664,2588355,2666593,2749469,2839258,2937590,3034352,3138758,3253172,3380807,3523473,3673434,3838281,4014176,4194571,4374894,4564090
Turkiye,TUR,"Population ages 65 and above, male",1770042,1839138,1904451,1965328,2021729,2077221,2127111,2174773,2224335,2278394,2342937,2411350,2485204,2566321,2655901,2752823,2858477,2970763,3085518,3199658,3332493
Turkmenistan,TKM,"Population ages 0-14, male",816894,808707,801928,794086,784386,779049,769564,759665,755441,760163,767984,786703,812296,837543,858358,884471,901903,914044,926450,941381,950212
Turkmenistan,TKM,"Population ages 0-14, female",798895,790770,783923,775909,765977,760698,751273,741393,737054,741446,748670,766636,791391,815827,835944,861135,877809,889342,901235,915732,923942
